junction_id,inc_lanes,int_lanes,stake_number,route_direction,route_code,section_code
-27997,-15314_0 -15314_1 -2244_0 -2244_1,:-27997_0_0 :-27997_0_1 :-27997_2_0 :-27997_2_1,85.675,counterclockwise,G4202,G4202002
-44937,-7206.1812_0 -7206.1812_1 -7206.1812_2 -7206.1812_3,:-44937_0_0 :-44937_0_1 :-44937_2_0 :-44937_2_1 :-44937_2_2,85.675,downstream,G4202,G4202002
-31072,-3784_0 -3784_1,:-31072_0_0 :-31072_0_1,85.675,counterclockwise,G4202,G4202002
-42158,-11248_0 -11248_1 -11248_2 -11248_3,:-42158_0_0 :-42158_0_1 :-42158_0_2 :-42158_0_3,85.693,downstream,S4,S4成宜昭高速（成宜段）
-40594,-11748_0 -11748_1 -11748_2,:-40594_0_0 :-40594_0_1 :-40594_0_2,85.918,downstream,G4202,G4202002
-42160,-6192_0 -6192_1 -6192_2 -6192_3,:-42160_0_0 :-42160_0_1 :-42160_0_2 :-42160_0_3,86.151,downstream,S4,S4成宜昭高速（成宜段）
-43745,-6776_0 -6776_1,:-43745_0_0 :-43745_0_1,86.590,upstream,G4215,G4215蓉遵高速（成仁段）
-43564,-10974_0 -10974_1,:-43564_0_0 :-43564_0_1,86.737,downstream,G4215,G4215蓉遵高速（成仁段）
-59494,,,86.737,upstream,G4215,G4215蓉遵高速（成仁段）
-36171,-6706_0 -6706_1,:-36171_0_0 :-36171_0_1,86.812,downstream,G4215,G4215蓉遵高速（成仁段）
-36174,-16874_0 -4004_0 -4004_1,:-36174_0_0 :-36174_1_0 :-36174_1_1,86.982,downstream,G4215,G4215蓉遵高速（成仁段）
-41567,-5962_0 -5962_1,:-41567_0_0 :-41567_1_0 :-41567_1_1,88.848,downstream,G4215,G4215蓉遵高速（成仁段）
-28634,-8358_0 -11380_0 -11380_1,:-28634_0_0 :-28634_1_0 :-28634_1_1,89.608,downstream,G4215,G4215蓉遵高速（成仁段）
-28637,-2834_0 -1536_0 -1536_1,:-28637_0_0 :-28637_1_0 :-28637_1_1,90.055,downstream,G4215,G4215蓉遵高速（成仁段）
-41378,-9122_0 -9122_1 -9122_2 -9122_3,:-41378_0_0 :-41378_1_0 :-41378_1_1 :-41378_1_2 :-41378_1_3,90.592,downstream,S4,S4成宜昭高速（成宜段）
-41413,-12702_0 -5902_0 -5902_1 -5902_2 -5902_3,:-41413_0_0 :-41413_0_1 :-41413_2_0 :-41413_2_1 :-41413_2_2 :-41413_2_3,91.743,downstream,S4,S4成宜昭高速（成宜段）
-64578,-15050_0 -15050_1 -15050_2 -15050_3,:-64578_0_0 :-64578_0_1 :-64578_0_2 :-64578_0_3,92.741,downstream,S4,S4成宜昭高速（成宜段）
-45771,-15722_0 -15722_1 -15722_2 -15722_3,:-45771_0_0 :-45771_1_0 :-45771_1_1 :-45771_1_2 :-45771_1_3,93.025,downstream,S4,S4成宜昭高速（成宜段）
-25956,-7590_0 -7590_1 -7590_2 -7590_3,:-25956_0_0 :-25956_0_1,93.420,downstream,S4,S4成宜昭高速（成宜段）
-25958,-2440_0 -724_0 -724_1,:-25958_0_0 :-25958_1_0 :-25958_1_1,93.482,downstream,S4,S4成宜昭高速（成宜段）
-64363,-14956_0 -14956_1,:-64363_0_0 :-64363_0_1,93.809,downstream,S4,S4成宜昭高速（成宜段）
-25739,-670_0 -17010_0 -17010_1,:-25739_0_0 :-25739_1_0 :-25739_1_1,93.925,downstream,S4,S4成宜昭高速（成宜段）
-34288,-3382_0 -3382_1,:-34288_0_0 :-34288_0_1,94.854,downstream,S4,S4成宜昭高速（成宜段）
-30075,-6674_0 -6674_1,:-30075_0_0 :-30075_0_1,95.247,downstream,S4,S4成宜昭高速（成宜段）
-30076,-1960_0 -1960_1,:-30076_0_0 :-30076_0_1,95.489,downstream,S4,S4成宜昭高速（成宜段）
-28327,-9448_0 -9448_1,:-28327_0_0 :-28327_0_1,95.716,downstream,S4,S4成宜昭高速（成宜段）
-28329,-1456_0 -1456_1,:-28329_0_0 :-28329_0_1,96.081,downstream,S4,S4成宜昭高速（成宜段）
-33677,-3168_0 -3168_1,:-33677_0_0 :-33677_0_1,96.360,upstream,G4215,G4215蓉遵高速（成仁段）
-41276,-13786_0 -13786_1,:-41276_0_0 :-41276_0_1,96.529,downstream,S4,S4成宜昭高速（成宜段）
-29345,-9662_0 -9662_1,:-29345_0_0 :-29345_0_1,96.645,upstream,G4215,G4215蓉遵高速（成仁段）
-55784,-11444_0 -11444_1,:-55784_0_0 :-55784_1_0 :-55784_1_1,96.794,downstream,G4215,G4215蓉遵高速（成仁段）
-41277,-5864_0 -5864_1,:-41277_0_0 :-41277_0_1,96.826,downstream,S4,S4成宜昭高速（成宜段）
-37130,-13232_0 -13232_1,:-37130_0_0 :-37130_0_1,97.011,downstream,S4,S4成宜昭高速（成宜段）
-32204,-2594_0 -15514_0 -15514_1,:-32204_0_0 :-32204_1_0 :-32204_1_1,97.239,downstream,G4215,G4215蓉遵高速（成仁段）
-50741,-9360_0 -9360_1,,98.091,downstream,G4215,G4215蓉遵高速（成仁段）
6301802845,-1000000096_0,:6301802845_0_0,112.003,counterclockwise,SA2,SA002002
6301802903,-1000000084_0,:6301802903_0_0 :6301802903_1_0,112.003,counterclockwise,SA2,SA002002
6301802897,-1000000106_0,:6301802897_0_0,112.003,counterclockwise,SA2,SA002002
6301802926,-1000000110_0 -1000000092_0,:6301802926_0_0 :6301802926_1_0,112.003,counterclockwise,SA2,SA002002
6301802902,-1000000107_0 -1000000083_0,:6301802902_0_0 :6301802902_1_0,112.003,counterclockwise,SA2,SA002002
6301802918,-1000000082_0,:6301802918_0_0 :6301802918_1_0,112.003,counterclockwise,SA2,SA002002
6301802890,-1000000095_0,:6301802890_0_0 :6301802890_1_0,112.003,counterclockwise,SA2,SA002002
4546940173,-1000000093_0,,112.003,counterclockwise,SA2,SA002002
6301802821,-1000000032_0 -1000000032_1 -1000000032_2,:6301802821_0_0 :6301802821_1_0 :6301802821_1_1 :6301802821_1_2,112.453,upstream,SA2,SA002002
3342072109,-1000000033_0 -1000000033_1 -1000000033_2,:3342072109_0_0 :3342072109_0_1 :3342072109_0_2,112.595,upstream,SA2,SA002002
2258269002,-1000000043_0 -1000000043_1 -1000000043_2,:2258269002_0_0 :2258269002_0_1 :2258269002_0_2,112.680,clockwise,SA2,SA002002
2258269001,,,112.680,upstream,SA2,SA002002
4529725248,-1000000038_0 -1000000038_1 -1000000038_2,:4529725248_0_0 :4529725248_0_1 :4529725248_0_2,112.838,upstream,SA2,SA002002
6301802830,-1000000086_0 -1000000039_0 -1000000039_1 -1000000039_2,:6301802830_0_0 :6301802830_1_0 :6301802830_1_1 :6301802830_1_2,112.903,clockwise,SA2,SA002002
5504525227,-1000000143_0 -1000000064_0,:5504525227_0_0 :5504525227_1_0,112.903,counterclockwise,SA2,SA002002
6301802935,-1000000111_0 -1000000085_0,:6301802935_0_0 :6301802935_1_0,112.903,counterclockwise,SA2,SA002002
7690090988,-1000000070_0,:7690090988_0_0,112.903,counterclockwise,SA2,SA002002
5504525276,-1000000141_0,:5504525276_0_0 :5504525276_1_0,112.903,counterclockwise,SA2,SA002002
6301802854,-1000000045_0,:6301802854_0_0,112.903,counterclockwise,SA2,SA002002
6301802913,-1000000108_0,:6301802913_0_0,112.903,counterclockwise,SA2,SA002002
6301802927,-1000000044_0,:6301802927_0_0 :6301802927_1_0,112.903,counterclockwise,SA2,SA002002
4529725246,,,112.903,counterclockwise,SA2,SA002002
5504525256,-1000000068_0,:5504525256_0_0,112.903,counterclockwise,SA2,SA002002
6301802873,-1000000103_0 -1000000088_0,:6301802873_0_0 :6301802873_1_0,113.394,clockwise,SA2,SA002002
6301802874,-1000000102_0,:6301802874_0_0,113.394,clockwise,SA2,SA002002
6301802853,-1000000099_0,:6301802853_0_0,113.394,clockwise,SA2,SA002002
6301802936,-1000000087_0,:6301802936_0_0 :6301802936_1_0,113.394,clockwise,SA2,SA002002
6301802944,-1000000112_0 -1000000100_0,:6301802944_0_0 :6301802944_1_0,113.394,clockwise,SA2,SA002002
6301802860,-1000000098_0,:6301802860_0_0 :6301802860_1_0,113.394,clockwise,SA2,SA002002
6301802831,-1000000016_0 -1000000016_1 -1000000016_2,:6301802831_0_0 :6301802831_1_0 :6301802831_1_1 :6301802831_1_2,113.394,clockwise,SA2,SA002002
4547050309,-1000000101_0,,113.394,clockwise,SA2,SA002002
3342072150,-1000000040_0 -1000000040_1 -1000000040_2,:3342072150_0_0 :3342072150_0_1 :3342072150_0_2,113.478,clockwise,SA2,SA002002
-35118,-12798_0 -12798_1,:-35118_0_0 :-35118_0_1,113.639,upstream,S4,S4成宜昭高速（成宜段）
-58796,-14948_0 -14948_1,:-58796_0_0 :-58796_0_1,113.713,upstream,S4,S4成宜昭高速（成宜段）
-26626,-900_0 -900_1,:-26626_0_0 :-26626_0_1,113.762,upstream,S4,S4成宜昭高速（成宜段）
-27411,-3308_0 -3308_1,:-27411_0_0 :-27411_0_1,113.847,upstream,S4,S4成宜昭高速（成宜段）
-35119,-3622_0 -3622_1,:-35119_0_0 :-35119_0_1,113.879,upstream,S4,S4成宜昭高速（成宜段）
-33765,-3204_0 -3204_1,:-33765_0_0 :-33765_0_1,113.906,upstream,S4,S4成宜昭高速（成宜段）
-55785,-11676_0 -11676_1 -14342_0,:-55785_0_0 :-55785_0_1 :-55785_2_0,113.968,upstream,S4,S4成宜昭高速（成宜段）
-26621,-12594_0 -12594_1,:-26621_0_0 :-26621_0_1,114.006,upstream,S4,S4成宜昭高速（成宜段）
-63740,-15042_0 -15042_1,:-63740_0_0 :-63740_0_1,114.018,upstream,S4,S4成宜昭高速（成宜段）
-55786,-11446_0 -11446_1,:-55786_0_0 :-55786_0_1,114.027,upstream,S4,S4成宜昭高速（成宜段）
4529725249,-1000000017_0 -1000000017_1 -1000000017_2,:4529725249_0_0 :4529725249_0_1 :4529725249_0_2,114.032,downstream,SA2,SA002002
-31430,-8426_0 -2350_0 -2350_1,:-31430_0_0 :-31430_1_0 :-31430_1_1,114.048,downstream,S4,S4成宜昭高速（成宜段）
-34281,-3378_0 -3378_1,:-34281_0_0 :-34281_0_1,114.126,downstream,S4,S4成宜昭高速（成宜段）
2258269000,-1000000034_0 -1000000034_1 -1000000034_2,:2258269000_0_0 :2258269000_0_1 :2258269000_0_2,114.159,downstream,SA2,SA002002
3342072151,-1000000012_0 -1000000012_1 -1000000012_2,,114.209,downstream,SA2,SA002002
6301802842,-1000000041_0,:6301802842_0_0 :6301802842_1_0,114.867,clockwise,SA2,SA002002
6301802875,-1000000089_0,:6301802875_0_0 :6301802875_1_0,114.867,clockwise,SA2,SA002002
6301802953,-1000000113_0 -1000000090_0,:6301802953_0_0 :6301802953_1_0,114.867,clockwise,SA2,SA002002
4547050370,,,114.867,clockwise,SA2,SA002002
6301802843,-1000000042_0,:6301802843_0_0,114.867,clockwise,SA2,SA002002
6301802888,-1000000104_0,:6301802888_0_0,114.867,clockwise,SA2,SA002002
6301802840,-1000000091_0 -1000000035_0 -1000000035_1 -1000000035_2,:6301802840_0_0 :6301802840_1_0 :6301802840_1_1 :6301802840_1_2,114.867,clockwise,SA2,SA002002
-59206,-14274_0 -14274_1,:-59206_0_0 :-59206_0_1,115.007,downstream,S4,S4成宜昭高速（成宜段）
-36844,-12962_0 -12962_1,:-36844_0_0 :-36844_0_1,115.318,downstream,S4,S4成宜昭高速（成宜段）
-36846,-4292_0 -4292_1,:-36846_0_0 :-36846_0_1,115.756,downstream,S4,S4成宜昭高速（成宜段）
5504525315,-1000000077_0 -1000000057_0,:5504525315_0_0 :5504525315_1_0,115.905,clockwise,SA2,SA002002
5504525305,-1000000072_0,:5504525305_0_0,115.905,clockwise,SA2,SA002002
5504525302,-1000000075_0,:5504525302_0_0 :5504525302_1_0,115.905,clockwise,SA2,SA002002
5504524711,-1000000036_0 -1000000036_1 -1000000036_2,:5504524711_0_0 :5504524711_1_0 :5504524711_1_1 :5504524711_1_2,115.905,clockwise,SA2,SA002002
8327885519,-1000000056_0,:8327885519_0_0 :8327885519_1_0,115.905,clockwise,SA2,SA002002
5504525331,-1000000132_0,:5504525331_0_0,115.905,clockwise,SA2,SA002002
8327885549,-1000000058_0,:8327885549_0_0 :8327885549_1_0,115.905,clockwise,SA2,SA002002
5504525327,-1000000073_0,:5504525327_0_0,115.905,clockwise,SA2,SA002002
-40027,-5418_0 -5418_1,:-40027_0_0 :-40027_0_1,116.069,downstream,S4,S4成宜昭高速（成宜段）
4544082924,-1000000037_0 -1000000037_1 -1000000037_2,:4544082924_0_0 :4544082924_0_1 :4544082924_0_2,116.694,downstream,SA2,SA002002
-44399,-15834_0 -15834_1,:-44399_0_0 :-44399_0_1,116.734,downstream,S4,S4成宜昭高速（成宜段）
2258268993,-1000000030_0 -1000000030_1 -1000000030_2,:2258268993_0_0 :2258268993_0_1 :2258268993_0_2,117.142,downstream,SA2,SA002002
-44412,-6992_0 -6992_1,:-44412_0_0 :-44412_0_1,117.701,downstream,S4,S4成宜昭高速（成宜段）
2258269011,-1000000060_0 -1000000027_0 -1000000027_1 -1000000027_2,:2258269011_0_0 :2258269011_1_0 :2258269011_1_1 :2258269011_1_2,117.701,upstream,SA2,SA002002
5490709353,,,118.108,clockwise,SA2,SA002002
4014846436,-1000000015_0 -1000000015_1 -1000000015_2,:4014846436_0_0 :4014846436_0_1 :4014846436_0_2,118.108,clockwise,SA2,SA002002
3342072132,-1000000007_0,:3342072132_0_0 :3342072132_1_0,118.108,clockwise,SA2,SA002002
-47904,-8398_0 -8398_1,:-47904_0_0 :-47904_0_1,118.269,downstream,S4,S4成宜昭高速（成宜段）
5505378022,-1000000147_0 -1000000019_0 -1000000019_1 -1000000019_2,:5505378022_0_0 :5505378022_1_0 :5505378022_1_1 :5505378022_1_2,118.369,upstream,SA2,SA002002
11377465483,-1000000124_0,:11377465483_0_0,118.465,counterclockwise,SA2,SA002002
4050857713,-1000000020_0 -1000000020_1 -1000000020_2,:4050857713_0_0 :4050857713_0_1 :4050857713_0_2,118.465,clockwise,SA2,SA002002
5505378060,,,118.465,counterclockwise,SA2,SA002002
4776808681,-1000000050_0 -1000000123_0,:4776808681_0_0 :4776808681_1_0,118.465,counterclockwise,SA2,SA002002
-62867,-14318_0 -14318_1,:-62867_0_0 :-62867_0_1,118.748,downstream,S4,S4成宜昭高速（成宜段）
7690086676,-1000000055_0,:7690086676_0_0,119.014,clockwise,SA2,SA002002
5504525241,-1000000054_0,:5504525241_0_0 :5504525241_1_0,119.014,clockwise,SA2,SA002002
5504524691,,,119.014,clockwise,SA2,SA002002
6302024179,-1000000028_0 -1000000028_1 -1000000028_2,:6302024179_0_0 :6302024179_0_1 :6302024179_0_2,119.014,upstream,SA2,SA002002
5504525236,-1000000066_0,:5504525236_0_0,119.014,clockwise,SA2,SA002002
5504525250,-1000000067_0 -1000000059_0,:5504525250_0_0 :5504525250_1_0,119.014,clockwise,SA2,SA002002
6302024180,-1000000115_0 -1000000115_1 -1000000115_2,:6302024180_0_0 :6302024180_0_1 :6302024180_0_2,119.196,clockwise,SA2,SA002002
6302024181,-1000000014_0 -1000000014_1 -1000000014_2,:6302024181_0_0 :6302024181_0_1 :6302024181_0_2,119.403,clockwise,SA2,SA002002
6302024182,-1000000118_0 -1000000118_1 -1000000118_2,:6302024182_0_0 :6302024182_0_1 :6302024182_0_2,119.582,downstream,SA2,SA002002
3342072127,-1000000116_0 -1000000116_1 -1000000116_2,:3342072127_0_0 :3342072127_1_0 :3342072127_1_1 :3342072127_1_2,120.014,clockwise,SA2,SA002002
3342072105,-1000000003_0 -1000000005_0,:3342072105_0_0 :3342072105_1_0,120.014,clockwise,SA2,SA002002
5490709342,-1000000006_0,,120.014,clockwise,SA2,SA002002
-34567,-15248_0 -15248_1,:-34567_0_0 :-34567_0_1,120.134,downstream,S4,S4成宜昭高速（成宜段）
4014846444,-1000000117_0 -1000000117_1 -1000000117_2,:4014846444_0_0 :4014846444_0_1 :4014846444_0_2,120.274,downstream,SA2,SA002002
2258268998,-1000000018_0 -1000000018_1 -1000000018_2,:2258268998_0_0 :2258268998_0_1 :2258268998_0_2,120.697,upstream,SA2,SA002002
3342072159,-1000000004_0 -1000000025_0 -1000000025_1 -1000000025_2,:3342072159_0_0 :3342072159_1_0 :3342072159_1_1 :3342072159_1_2,120.743,clockwise,SA2,SA002002
-34581,-3466_0 -3466_1,:-34581_0_0 :-34581_0_1,120.854,downstream,S4,S4成宜昭高速（成宜段）
5504525286,-1000000061_0,:5504525286_0_0 :5504525286_1_0,121.035,counterclockwise,SA2,SA002002
3342072099,-1000000119_0 -1000000119_1 -1000000119_2,:3342072099_0_0 :3342072099_1_0 :3342072099_1_1 :3342072099_1_2,121.035,downstream,SA2,SA002002
8327885545,-1000000145_0 -1000000062_0,:8327885545_0_0 :8327885545_1_0,121.035,counterclockwise,SA2,SA002002
5504525274,-1000000078_0,:5504525274_0_0,121.035,counterclockwise,SA2,SA002002
5504525251,-1000000063_0,:5504525251_0_0 :5504525251_1_0,121.035,counterclockwise,SA2,SA002002
5504525262,-1000000137_0,:5504525262_0_0 :5504525262_1_0,121.035,counterclockwise,SA2,SA002002
5504525288,-1000000071_0,:5504525288_0_0,121.035,counterclockwise,SA2,SA002002
5504525266,-1000000069_0,:5504525266_0_0,121.035,counterclockwise,SA2,SA002002
5504525301,-1000000138_0 -1000000144_0,:5504525301_0_0 :5504525301_1_0,121.035,counterclockwise,SA2,SA002002
3342072153,-1000000120_0 -1000000120_1 -1000000120_2,:3342072153_0_0 :3342072153_0_1 :3342072153_0_2,121.531,downstream,SA2,SA002002
4544082940,-1000000029_0 -1000000029_1 -1000000029_2,:4544082940_0_0 :4544082940_0_1 :4544082940_0_2,121.889,downstream,SA2,SA002002
5504525229,-1000000065_0 -1000000031_0 -1000000031_1 -1000000031_2,:5504525229_0_0 :5504525229_1_0 :5504525229_1_1 :5504525229_1_2,122.592,downstream,SA2,SA002002
3342072126,-1000000021_0 -1000000021_1 -1000000021_2,:3342072126_0_0 :3342072126_1_0 :3342072126_1_1 :3342072126_1_2,123.476,clockwise,SA2,SA002002
3342072122,-1000000008_0 -1000000022_0 -1000000022_1 -1000000022_2,:3342072122_0_0 :3342072122_1_0 :3342072122_1_1 :3342072122_1_2,123.810,downstream,SA2,SA002002
-30324,-2016_0 -2016_1,:-30324_0_0 :-30324_0_1,124.798,upstream,S4,S4成宜昭高速（成宜段）
-42380,-6284_0 -6284_1,:-42380_0_0 :-42380_0_1,124.963,upstream,S4,S4成宜昭高速（成宜段）
-34601,-3476_0 -3476_1,:-34601_0_0 :-34601_0_1,125.081,upstream,S4,S4成宜昭高速（成宜段）
-51638,-9742_0 -9742_1,:-51638_0_0 :-51638_0_1,125.129,upstream,S4,S4成宜昭高速（成宜段）
-32167,-11794_0 -11794_1,:-32167_0_0 :-32167_0_1,125.185,upstream,S4,S4成宜昭高速（成宜段）
-32168,-2584_0 -2584_1,:-32168_0_0 :-32168_0_1,125.196,upstream,S4,S4成宜昭高速（成宜段）
-30302,-3916_0 -3916_1,:-30302_0_0 :-30302_0_1,125.202,upstream,S4,S4成宜昭高速（成宜段）
-55653,-12024_0 -12024_1,:-55653_0_0 :-55653_1_0 :-55653_1_1,125.292,downstream,S4,S4成宜昭高速（成宜段）
4050857714,-1000000026_0 -1000000026_1 -1000000026_2,:4050857714_0_0 :4050857714_0_1 :4050857714_0_2,125.967,clockwise,SA2,SA002002
-25954,-11374_0 -11374_1,:-25954_0_0 :-25954_0_1,125.992,downstream,S4,S4成宜昭高速（成宜段）
-25955,-10822_0 -722_0 -722_1,:-25955_0_0 :-25955_1_0 :-25955_1_1,126.149,downstream,S4,S4成宜昭高速（成宜段）
-42313,-9722_0 -9722_1,:-42313_0_0 :-42313_0_1,126.446,downstream,S4,S4成宜昭高速（成宜段）
4776808672,-1000000079_0,:4776808672_0_0 :4776808672_1_0,126.924,clockwise,SA2,SA002002
5505378021,-1000000023_0 -1000000023_1 -1000000023_2,:5505378021_0_0 :5505378021_1_0 :5505378021_1_1 :5505378021_1_2,126.924,downstream,SA2,SA002002
6302024367,,,126.924,clockwise,SA2,SA002002
5505378007,-1000000047_0 -1000000080_0,:5505378007_0_0 :5505378007_1_0,126.924,clockwise,SA2,SA002002
11377465484,-1000000148_0,:11377465484_0_0,126.924,clockwise,SA2,SA002002
6302024366,-1000000046_0,,126.924,clockwise,SA2,SA002002
-41127,-6264_0 -6264_1,:-41127_0_0 :-41127_0_1,126.988,downstream,S4,S4成宜昭高速（成宜段）
4050857718,-1000000024_0 -1000000024_1 -1000000024_2,:4050857718_0_0 :4050857718_0_1 :4050857718_0_2,127.117,downstream,SA2,SA002002
-41132,-5822_0 -5822_1,:-41132_0_0 :-41132_0_1,127.684,downstream,S4,S4成宜昭高速（成宜段）
6302024378,-1000000013_0 -1000000013_1 -1000000013_2,:6302024378_0_0 :6302024378_0_1 :6302024378_0_2,128.337,downstream,SA2,SA002002
6302024377,-1000000129_0 -1000000129_1 -1000000129_2,:6302024377_0_0 :6302024377_0_1 :6302024377_0_2,130.567,upstream,SA2,SA002002
4776808675,-1000000130_0 -1000000127_0 -1000000127_1 -1000000127_2,:4776808675_0_0 :4776808675_1_0 :4776808675_1_1 :4776808675_1_2,130.597,upstream,SA2,SA002002
J145,-1000000128_0 -1000000128_1 -1000000128_2,:J145_0_0 :J145_0_1 :J145_0_2,130.604,clockwise,SA2,SA002002
5505378003,-1000000131_0,:5505378003_0_0,130.604,clockwise,SA2,SA002002
6302024379,-1000000048_0,:6302024379_0_0,130.604,clockwise,SA2,SA002002
-40901,-5738_0 -5738_1 -5738_2,:-40901_0_0 :-40901_0_1 :-40901_0_2,131.370,upstream,SA2,SA002002
-49144,-8824_0 -8824_1 -8824_2,:-49144_0_0 :-49144_0_1 :-49144_0_2,131.626,clockwise,SA2,SA002002
-42284,-14364_0 -6254_0,:-42284_0_0 :-42284_1_0,131.626,counterclockwise,SA2,SA002002
-41417,-14362_0,:-41417_0_0,131.626,counterclockwise,SA2,SA002002
-39254,-5144_0 -5144_1 -5144_2,:-39254_0_0 :-39254_0_1 :-39254_0_2,131.927,clockwise,SA2,SA002002
-65934,-15706_0 -15706_1 -15706_2,:-65934_0_0 :-65934_0_1 :-65934_0_2,132.616,downstream,SA2,SA002002
-54347,-10808_0 -10808_1 -10808_2,:-54347_0_0 :-54347_0_1 :-54347_0_2,132.934,clockwise,SA2,SA002002
-36437,-4110_0 -4110_1,:-36437_0_0 :-36437_1_0 :-36437_1_1,133.066,upstream,S4,S4成宜昭高速（成宜段）
-65740,-15594_0 -15594_1,:-65740_0_0 :-65740_0_1,133.289,upstream,S4,S4成宜昭高速（成宜段）
-33890,-3240_0,:-33890_0_0,133.405,clockwise,SA2,SA002002
-47231,-16090_0 -16090_1 -16090_2,:-47231_0_0 :-47231_1_0 :-47231_1_1 :-47231_1_2,133.405,downstream,SA2,SA002002
-47771,-8360_0,:-47771_0_0,133.405,counterclockwise,SA2,SA002002
-33898,-3242_0,:-33898_0_0,133.405,clockwise,SA2,SA002002
-33879,-8142_0,:-33879_0_0 :-33879_1_0,133.405,clockwise,SA2,SA002002
-30735,-2132_0 -14064_0 -14064_1,:-30735_0_0 :-30735_1_0 :-30735_1_1,133.423,downstream,S4,S4成宜昭高速（成宜段）
-49838,-9060_0 -9060_1,:-49838_0_0 :-49838_0_1,133.798,downstream,S4,S4成宜昭高速（成宜段）
-64678,-15102_0 -15102_1,:-64678_0_0 :-64678_0_1,134.512,downstream,S4,S4成宜昭高速（成宜段）
-39511,-8144_0 -8144_1 -8144_2,:-39511_0_0 :-39511_0_1 :-39511_0_2,134.666,upstream,SA2,SA002002
-35772,-3852_0 -16996_0,:-35772_0_0 :-35772_1_0,134.876,clockwise,SA2,SA002002
-39116,-5090_0 -5224_0 -5224_1 -5224_2,:-39116_0_0 :-39116_1_0 :-39116_1_1 :-39116_1_2,134.876,clockwise,SA2,SA002002
5505378002,-1000000051.1315_0 -1000000051.1315_1 -1000000051.1315_2,:5505378002_0_0 :5505378002_1_0 :5505378002_1_1 :5505378002_1_2,135.215,downstream,SA2,SA002002
5505378001,-1000000049_0,:5505378001_0_0,135.215,counterclockwise,SA2,SA002002
5505378024,-1000000122_0,:5505378024_0_0 :5505378024_1_0,135.215,counterclockwise,SA2,SA002002
5505378000,-1000000121_0,:5505378000_0_0,135.215,counterclockwise,SA2,SA002002
6302024375,-1000000052_0 -1000000052_1 -1000000052_2,:6302024375_0_0 :6302024375_0_1 :6302024375_0_2,135.246,downstream,SA2,SA002002
6302024376,-1000000125_0 -1000000125_1 -1000000125_2,:6302024376_0_0 :6302024376_0_1 :6302024376_0_2,135.320,downstream,SA2,SA002002
-66081,-17392_0 -17392_1 -17392_2,:-66081_0_0 :-66081_0_1 :-66081_0_2,135.532,upstream,SA2,SA002002
-37431,-11290_0 -11290_1 -11290_2,:-37431_0_0 :-37431_0_1 :-37431_0_2,135.691,upstream,SA2,SA002002
-44799,-7154_0 -7154_1 -7154_2,:-44799_0_0 :-44799_0_1 :-44799_0_2,135.695,upstream,SA2,SA002002
-44798,-15796_0 -15796_1 -15796_2,:-44798_0_0 :-44798_0_1 :-44798_0_2,135.707,upstream,SA2,SA002002
-31192,-4530_0 -4530_1 -4530_2,:-31192_0_0 :-31192_0_1 :-31192_0_2,135.781,clockwise,SA2,SA002002
-27757,-16232_0 -16232_1,:-27757_0_0 :-27757_0_1,136.755,downstream,S4,S4成宜昭高速（成宜段）
-56403,-11710_0 -11710_1 -11710_2,:-56403_0_0 :-56403_0_1 :-56403_0_2,137.042,clockwise,SA2,SA002002
-27760,-1266_0 -1266_1,:-27760_0_0 :-27760_0_1,137.664,downstream,S4,S4成宜昭高速（成宜段）
-36078,-13072_0 -14468_0,:-36078_0_0 :-36078_1_0,138.030,counterclockwise,SA2,SA002002
-62093,-14018_0,:-62093_0_0 :-62093_1_0,138.030,counterclockwise,SA2,SA002002
-31202,-2296_0 -2296_1 -2296_2,:-31202_0_0 :-31202_1_0 :-31202_1_1 :-31202_1_2,138.030,clockwise,SA2,SA002002
-26766,-12786_0 -12786_1 -12786_2,:-26766_0_0 :-26766_0_1 :-26766_0_2,138.083,downstream,SA2,SA002002
-26767,-952_0 -952_1 -952_2,:-26767_0_0 :-26767_0_1 :-26767_0_2,138.226,downstream,SA2,SA002002
-32813,-10076_0 -10076_1 -10076_2,:-32813_0_0 :-32813_0_1 :-32813_0_2,138.407,downstream,SA2,SA002002
-58211,-12486_0 -12486_1,:-58211_0_0 :-58211_0_1,138.497,downstream,S4,S4成宜昭高速（成宜段）
-32814,-2820_0 -2820_1 -2820_2,:-32814_0_0 :-32814_0_1 :-32814_0_2,138.575,downstream,SA2,SA002002
-46838,-8002_0 -8002_1 -8002_2,:-46838_0_0 :-46838_0_1 :-46838_0_2,138.725,downstream,SA2,SA002002
-62098,-14020_0 -14020_1 -14020_2,:-62098_0_0 :-62098_0_1 :-62098_0_2,139.105,downstream,SA2,SA002002
-35122,-13686_0 -13686_1,:-35122_0_0 :-35122_0_1,139.144,downstream,S4,S4成宜昭高速（成宜段）
-41323,-14544_0 -14544_1 -14544_2,:-41323_0_0 :-41323_0_1 :-41323_0_2,139.232,downstream,SA2,SA002002
-35123,-3628_0 -3628_1,:-35123_0_0 :-35123_1_0 :-35123_1_1,139.438,downstream,S4,S4成宜昭高速（成宜段）
-46245,-7762_0 -7762_1 -9542_0,:-46245_0_0 :-46245_0_1 :-46245_2_0,139.796,downstream,S4,S4成宜昭高速（成宜段）
-40898,-17148_0 -16292_0 -16292_1 -16292_2,:-40898_0_0 :-40898_1_0 :-40898_1_1 :-40898_1_2,139.807,downstream,SA2,SA002002
